stat_id,value,date,team_key,manager,stat_id,stat_name
28,1,2015-05-25,346.l.49099.t.1,"Happy Chandler, Adam Peindl",28,W
32,1,2015-05-25,346.l.49099.t.1,"Happy Chandler, Adam Peindl",32,SV
42,20,2015-05-25,346.l.49099.t.1,"Happy Chandler, Adam Peindl",42,K
26,0.47,2015-05-25,346.l.49099.t.1,"Happy Chandler, Adam Peindl",26,ERA
27,0.72,2015-05-25,346.l.49099.t.1,"Happy Chandler, Adam Peindl",27,WHIP
60,12/35,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,60,AVG
7,7,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,7,R
13,10,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,13,RBI
16,0,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,16,SB
23,24,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,23,TB
4,.442,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,4,OBP
50,2.0,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,50,IP
28,0,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,28,W
32,2,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,32,SV
42,2,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,42,K
26,0.00,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,26,ERA
27,0.50,2015-05-25,346.l.49099.t.2,Its Still Saudomy in Texas,27,WHIP
60,8/33,2015-05-25,346.l.49099.t.3,Eric N,60,AVG
7,1,2015-05-25,346.l.49099.t.3,Eric N,7,R
13,3,2015-05-25,346.l.49099.t.3,Eric N,13,RBI
16,0,2015-05-25,346.l.49099.t.3,Eric N,16,SB
23,10,2015-05-25,346.l.49099.t.3,Eric N,23,TB
4,.306,2015-05-25,346.l.49099.t.3,Eric N,4,OBP
50,6.0,2015-05-25,346.l.49099.t.3,Eric N,50,IP
28,0,2015-05-25,346.l.49099.t.3,Eric N,28,W
32,0,2015-05-25,346.l.49099.t.3,Eric N,32,SV
42,7,2015-05-25,346.l.49099.t.3,Eric N,42,K
26,3.00,2015-05-25,346.l.49099.t.3,Eric N,26,ERA
27,1.83,2015-05-25,346.l.49099.t.3,Eric N,27,WHIP
60,12/37,2015-05-25,346.l.49099.t.4,ptb,60,AVG
7,3,2015-05-25,346.l.49099.t.4,ptb,7,R
13,4,2015-05-25,346.l.49099.t.4,ptb,13,RBI
16,0,2015-05-25,346.l.49099.t.4,ptb,16,SB
23,19,2015-05-25,346.l.49099.t.4,ptb,23,TB
4,.359,2015-05-25,346.l.49099.t.4,ptb,4,OBP
50,7.0,2015-05-25,346.l.49099.t.4,ptb,50,IP
28,0,2015-05-25,346.l.49099.t.4,ptb,28,W
32,1,2015-05-25,346.l.49099.t.4,ptb,32,SV
42,8,2015-05-25,346.l.49099.t.4,ptb,42,K
26,5.14,2015-05-25,346.l.49099.t.4,ptb,26,ERA
27,2.00,2015-05-25,346.l.49099.t.4,ptb,27,WHIP
60,13/38,2015-05-25,346.l.49099.t.5,Bud Light Black,60,AVG
7,3,2015-05-25,346.l.49099.t.5,Bud Light Black,7,R
13,1,2015-05-25,346.l.49099.t.5,Bud Light Black,13,RBI
16,0,2015-05-25,346.l.49099.t.5,Bud Light Black,16,SB
23,14,2015-05-25,346.l.49099.t.5,Bud Light Black,23,TB
4,.375,2015-05-25,346.l.49099.t.5,Bud Light Black,4,OBP
50,2.0,2015-05-25,346.l.49099.t.5,Bud Light Black,50,IP
28,0,2015-05-25,346.l.49099.t.5,Bud Light Black,28,W
32,0,2015-05-25,346.l.49099.t.5,Bud Light Black,32,SV
42,2,2015-05-25,346.l.49099.t.5,Bud Light Black,42,K
26,0.00,2015-05-25,346.l.49099.t.5,Bud Light Black,26,ERA
27,1.00,2015-05-25,346.l.49099.t.5,Bud Light Black,27,WHIP
60,3/30,2015-05-25,346.l.49099.t.6,Mike,60,AVG
7,5,2015-05-25,346.l.49099.t.6,Mike,7,R
13,2,2015-05-25,346.l.49099.t.6,Mike,13,RBI
16,0,2015-05-25,346.l.49099.t.6,Mike,16,SB
23,6,2015-05-25,346.l.49099.t.6,Mike,23,TB
4,.250,2015-05-25,346.l.49099.t.6,Mike,4,OBP
50,1.0,2015-05-25,346.l.49099.t.6,Mike,50,IP
28,0,2015-05-25,346.l.49099.t.6,Mike,28,W
32,1,2015-05-25,346.l.49099.t.6,Mike,32,SV
42,1,2015-05-25,346.l.49099.t.6,Mike,42,K
26,0.00,2015-05-25,346.l.49099.t.6,Mike,26,ERA
27,0.00,2015-05-25,346.l.49099.t.6,Mike,27,WHIP
60,6/29,2015-05-25,346.l.49099.t.7,Edward Moser,60,AVG
7,2,2015-05-25,346.l.49099.t.7,Edward Moser,7,R
13,3,2015-05-25,346.l.49099.t.7,Edward Moser,13,RBI
16,0,2015-05-25,346.l.49099.t.7,Edward Moser,16,SB
23,10,2015-05-25,346.l.49099.t.7,Edward Moser,23,TB
4,.281,2015-05-25,346.l.49099.t.7,Edward Moser,4,OBP
50,7.1,2015-05-25,346.l.49099.t.7,Edward Moser,50,IP
28,0,2015-05-25,346.l.49099.t.7,Edward Moser,28,W
32,1,2015-05-25,346.l.49099.t.7,Edward Moser,32,SV
42,6,2015-05-25,346.l.49099.t.7,Edward Moser,42,K
26,2.45,2015-05-25,346.l.49099.t.7,Edward Moser,26,ERA
27,1.77,2015-05-25,346.l.49099.t.7,Edward Moser,27,WHIP
60,8/27,2015-05-25,346.l.49099.t.8,alm,60,AVG
7,6,2015-05-25,346.l.49099.t.8,alm,7,R
13,7,2015-05-25,346.l.49099.t.8,alm,13,RBI
16,2,2015-05-25,346.l.49099.t.8,alm,16,SB
23,20,2015-05-25,346.l.49099.t.8,alm,23,TB
4,.406,2015-05-25,346.l.49099.t.8,alm,4,OBP
50,4.0,2015-05-25,346.l.49099.t.8,alm,50,IP
28,1,2015-05-25,346.l.49099.t.8,alm,28,W
32,0,2015-05-25,346.l.49099.t.8,alm,32,SV
42,2,2015-05-25,346.l.49099.t.8,alm,42,K
26,0.00,2015-05-25,346.l.49099.t.8,alm,26,ERA
27,0.75,2015-05-25,346.l.49099.t.8,alm,27,WHIP
60,6/27,2015-05-25,346.l.49099.t.9,Andrew,60,AVG
7,3,2015-05-25,346.l.49099.t.9,Andrew,7,R
13,2,2015-05-25,346.l.49099.t.9,Andrew,13,RBI
16,1,2015-05-25,346.l.49099.t.9,Andrew,16,SB
23,10,2015-05-25,346.l.49099.t.9,Andrew,23,TB
4,.276,2015-05-25,346.l.49099.t.9,Andrew,4,OBP
50,2.0,2015-05-25,346.l.49099.t.9,Andrew,50,IP
28,0,2015-05-25,346.l.49099.t.9,Andrew,28,W
32,2,2015-05-25,346.l.49099.t.9,Andrew,32,SV
42,0,2015-05-25,346.l.49099.t.9,Andrew,42,K
26,0.00,2015-05-25,346.l.49099.t.9,Andrew,26,ERA
27,0.50,2015-05-25,346.l.49099.t.9,Andrew,27,WHIP
60,9/34,2015-05-25,346.l.49099.t.10,wutang,60,AVG
7,3,2015-05-25,346.l.49099.t.10,wutang,7,R
13,1,2015-05-25,346.l.49099.t.10,wutang,13,RBI
16,0,2015-05-25,346.l.49099.t.10,wutang,16,SB
23,14,2015-05-25,346.l.49099.t.10,wutang,23,TB
4,.306,2015-05-25,346.l.49099.t.10,wutang,4,OBP
50,1.1,2015-05-25,346.l.49099.t.10,wutang,50,IP
28,0,2015-05-25,346.l.49099.t.10,wutang,28,W
32,0,2015-05-25,346.l.49099.t.10,wutang,32,SV
42,3,2015-05-25,346.l.49099.t.10,wutang,42,K
26,20.25,2015-05-25,346.l.49099.t.10,wutang,26,ERA
27,3.75,2015-05-25,346.l.49099.t.10,wutang,27,WHIP
60,8/34,2015-05-25,346.l.49099.t.11,Mike,60,AVG
7,7,2015-05-25,346.l.49099.t.11,Mike,7,R
13,2,2015-05-25,346.l.49099.t.11,Mike,13,RBI
16,3,2015-05-25,346.l.49099.t.11,Mike,16,SB
23,12,2015-05-25,346.l.49099.t.11,Mike,23,TB
4,.366,2015-05-25,346.l.49099.t.11,Mike,4,OBP
50,8.0,2015-05-25,346.l.49099.t.11,Mike,50,IP
28,0,2015-05-25,346.l.49099.t.11,Mike,28,W
32,0,2015-05-25,346.l.49099.t.11,Mike,32,SV
42,8,2015-05-25,346.l.49099.t.11,Mike,42,K
26,1.12,2015-05-25,346.l.49099.t.11,Mike,26,ERA
27,0.88,2015-05-25,346.l.49099.t.11,Mike,27,WHIP
60,5/22,2015-05-25,346.l.49099.t.12,Moacir,60,AVG
7,6,2015-05-25,346.l.49099.t.12,Moacir,7,R
13,4,2015-05-25,346.l.49099.t.12,Moacir,13,RBI
16,0,2015-05-25,346.l.49099.t.12,Moacir,16,SB
23,11,2015-05-25,346.l.49099.t.12,Moacir,23,TB
4,.320,2015-05-25,346.l.49099.t.12,Moacir,4,OBP
50,2.0,2015-05-25,346.l.49099.t.12,Moacir,50,IP
28,1,2015-05-25,346.l.49099.t.12,Moacir,28,W
32,0,2015-05-25,346.l.49099.t.12,Moacir,32,SV
42,1,2015-05-25,346.l.49099.t.12,Moacir,42,K
26,0.00,2015-05-25,346.l.49099.t.12,Moacir,26,ERA
27,1.50,2015-05-25,346.l.49099.t.12,Moacir,27,WHIP
60,8/35,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",60,AVG
7,4,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",7,R
13,5,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",13,RBI
16,0,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",16,SB
23,14,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",23,TB
4,.282,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",4,OBP
50,16.0,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",50,IP
28,1,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",28,W
32,1,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",32,SV
42,10,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",42,K
26,3.38,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",26,ERA
27,1.19,2015-05-26,346.l.49099.t.1,"Happy Chandler, Adam Peindl",27,WHIP
60,7/31,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,60,AVG
7,4,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,7,R
13,4,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,13,RBI
16,0,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,16,SB
23,12,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,23,TB
4,.294,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,4,OBP
50,14.1,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,50,IP
28,1,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,28,W
32,0,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,32,SV
42,9,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,42,K
26,5.02,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,26,ERA
27,1.47,2015-05-26,346.l.49099.t.2,Its Still Saudomy in Texas,27,WHIP
60,9/32,2015-05-26,346.l.49099.t.3,Eric N,60,AVG
7,5,2015-05-26,346.l.49099.t.3,Eric N,7,R
13,9,2015-05-26,346.l.49099.t.3,Eric N,13,RBI
16,0,2015-05-26,346.l.49099.t.3,Eric N,16,SB
23,20,2015-05-26,346.l.49099.t.3,Eric N,23,TB
4,.324,2015-05-26,346.l.49099.t.3,Eric N,4,OBP
50,8.1,2015-05-26,346.l.49099.t.3,Eric N,50,IP
28,1,2015-05-26,346.l.49099.t.3,Eric N,28,W
32,1,2015-05-26,346.l.49099.t.3,Eric N,32,SV
42,3,2015-05-26,346.l.49099.t.3,Eric N,42,K
26,0.00,2015-05-26,346.l.49099.t.3,Eric N,26,ERA
27,0.84,2015-05-26,346.l.49099.t.3,Eric N,27,WHIP
60,10/31,2015-05-26,346.l.49099.t.4,ptb,60,AVG
7,5,2015-05-26,346.l.49099.t.4,ptb,7,R
13,4,2015-05-26,346.l.49099.t.4,ptb,13,RBI
16,0,2015-05-26,346.l.49099.t.4,ptb,16,SB
23,18,2015-05-26,346.l.49099.t.4,ptb,23,TB
4,.400,2015-05-26,346.l.49099.t.4,ptb,4,OBP
50,11.0,2015-05-26,346.l.49099.t.4,ptb,50,IP
28,0,2015-05-26,346.l.49099.t.4,ptb,28,W
32,1,2015-05-26,346.l.49099.t.4,ptb,32,SV
42,8,2015-05-26,346.l.49099.t.4,ptb,42,K
26,0.00,2015-05-26,346.l.49099.t.4,ptb,26,ERA
27,0.91,2015-05-26,346.l.49099.t.4,ptb,27,WHIP
60,10/28,2015-05-26,346.l.49099.t.5,Bud Light Black,60,AVG
7,4,2015-05-26,346.l.49099.t.5,Bud Light Black,7,R
13,4,2015-05-26,346.l.49099.t.5,Bud Light Black,13,RBI
16,2,2015-05-26,346.l.49099.t.5,Bud Light Black,16,SB
23,16,2015-05-26,346.l.49099.t.5,Bud Light Black,23,TB
4,.500,2015-05-26,346.l.49099.t.5,Bud Light Black,4,OBP
50,3.1,2015-05-26,346.l.49099.t.5,Bud Light Black,50,IP
28,1,2015-05-26,346.l.49099.t.5,Bud Light Black,28,W
32,0,2015-05-26,346.l.49099.t.5,Bud Light Black,32,SV
42,3,2015-05-26,346.l.49099.t.5,Bud Light Black,42,K
26,8.10,2015-05-26,346.l.49099.t.5,Bud Light Black,26,ERA
27,1.80,2015-05-26,346.l.49099.t.5,Bud Light Black,27,WHIP
60,5/35,2015-05-26,346.l.49099.t.6,Mike,60,AVG
7,5,2015-05-26,346.l.49099.t.6,Mike,7,R
13,4,2015-05-26,346.l.49099.t.6,Mike,13,RBI
16,0,2015-05-26,346.l.49099.t.6,Mike,16,SB
23,12,2015-05-26,346.l.49099.t.6,Mike,23,TB
4,.250,2015-05-26,346.l.49099.t.6,Mike,4,OBP
50,8.0,2015-05-26,346.l.49099.t.6,Mike,50,IP
28,1,2015-05-26,346.l.49099.t.6,Mike,28,W
32,0,2015-05-26,346.l.49099.t.6,Mike,32,SV
42,10,2015-05-26,346.l.49099.t.6,Mike,42,K
26,0.00,2015-05-26,346.l.49099.t.6,Mike,26,ERA
27,0.62,2015-05-26,346.l.49099.t.6,Mike,27,WHIP
60,13/35,2015-05-26,346.l.49099.t.7,Edward Moser,60,AVG
7,4,2015-05-26,346.l.49099.t.7,Edward Moser,7,R
13,5,2015-05-26,346.l.49099.t.7,Edward Moser,13,RBI
16,0,2015-05-26,346.l.49099.t.7,Edward Moser,16,SB
23,21,2015-05-26,346.l.49099.t.7,Edward Moser,23,TB
4,.405,2015-05-26,346.l.49099.t.7,Edward Moser,4,OBP
50,3.1,2015-05-26,346.l.49099.t.7,Edward Moser,50,IP
28,1,2015-05-26,346.l.49099.t.7,Edward Moser,28,W
32,0,2015-05-26,346.l.49099.t.7,Edward Moser,32,SV
42,2,2015-05-26,346.l.49099.t.7,Edward Moser,42,K
26,8.10,2015-05-26,346.l.49099.t.7,Edward Moser,26,ERA
27,2.10,2015-05-26,346.l.49099.t.7,Edward Moser,27,WHIP
60,11/36,2015-05-26,346.l.49099.t.8,alm,60,AVG
7,5,2015-05-26,346.l.49099.t.8,alm,7,R
13,5,2015-05-26,346.l.49099.t.8,alm,13,RBI
16,0,2015-05-26,346.l.49099.t.8,alm,16,SB
23,18,2015-05-26,346.l.49099.t.8,alm,23,TB
4,.359,2015-05-26,346.l.49099.t.8,alm,4,OBP
50,15.0,2015-05-26,346.l.49099.t.8,alm,50,IP
28,1,2015-05-26,346.l.49099.t.8,alm,28,W
32,0,2015-05-26,346.l.49099.t.8,alm,32,SV
42,10,2015-05-26,346.l.49099.t.8,alm,42,K
26,5.40,2015-05-26,346.l.49099.t.8,alm,26,ERA
27,1.33,2015-05-26,346.l.49099.t.8,alm,27,WHIP
60,6/32,2015-05-26,346.l.49099.t.9,Andrew,60,AVG
7,1,2015-05-26,346.l.49099.t.9,Andrew,7,R
13,0,2015-05-26,346.l.49099.t.9,Andrew,13,RBI
16,1,2015-05-26,346.l.49099.t.9,Andrew,16,SB
23,8,2015-05-26,346.l.49099.t.9,Andrew,23,TB
4,.257,2015-05-26,346.l.49099.t.9,Andrew,4,OBP
50,8.0,2015-05-26,346.l.49099.t.9,Andrew,50,IP
28,1,2015-05-26,346.l.49099.t.9,Andrew,28,W
32,1,2015-05-26,346.l.49099.t.9,Andrew,32,SV
42,6,2015-05-26,346.l.49099.t.9,Andrew,42,K
26,6.75,2015-05-26,346.l.49099.t.9,Andrew,26,ERA
27,1.75,2015-05-26,346.l.49099.t.9,Andrew,27,WHIP
60,13/36,2015-05-26,346.l.49099.t.10,wutang,60,AVG
7,3,2015-05-26,346.l.49099.t.10,wutang,7,R
13,4,2015-05-26,346.l.49099.t.10,wutang,13,RBI
16,1,2015-05-26,346.l.49099.t.10,wutang,16,SB
23,19,2015-05-26,346.l.49099.t.10,wutang,23,TB
4,.425,2015-05-26,346.l.49099.t.10,wutang,4,OBP
50,4.0,2015-05-26,346.l.49099.t.10,wutang,50,IP
28,1,2015-05-26,346.l.49099.t.10,wutang,28,W
32,0,2015-05-26,346.l.49099.t.10,wutang,32,SV
42,5,2015-05-26,346.l.49099.t.10,wutang,42,K
26,2.25,2015-05-26,346.l.49099.t.10,wutang,26,ERA
27,1.25,2015-05-26,346.l.49099.t.10,wutang,27,WHIP
60,7/29,2015-05-26,346.l.49099.t.11,Mike,60,AVG
7,2,2015-05-26,346.l.49099.t.11,Mike,7,R
13,3,2015-05-26,346.l.49099.t.11,Mike,13,RBI
16,0,2015-05-26,346.l.49099.t.11,Mike,16,SB
23,13,2015-05-26,346.l.49099.t.11,Mike,23,TB
4,.371,2015-05-26,346.l.49099.t.11,Mike,4,OBP
50,10.1,2015-05-26,346.l.49099.t.11,Mike,50,IP
28,0,2015-05-26,346.l.49099.t.11,Mike,28,W
32,1,2015-05-26,346.l.49099.t.11,Mike,32,SV
42,15,2015-05-26,346.l.49099.t.11,Mike,42,K
26,1.74,2015-05-26,346.l.49099.t.11,Mike,26,ERA
27,0.68,2015-05-26,346.l.49099.t.11,Mike,27,WHIP
60,12/32,2015-05-26,346.l.49099.t.12,Moacir,60,AVG
7,7,2015-05-26,346.l.49099.t.12,Moacir,7,R
13,11,2015-05-26,346.l.49099.t.12,Moacir,13,RBI
16,0,2015-05-26,346.l.49099.t.12,Moacir,16,SB
23,25,2015-05-26,346.l.49099.t.12,Moacir,23,TB
4,.429,2015-05-26,346.l.49099.t.12,Moacir,4,OBP
50,1.1,2015-05-26,346.l.49099.t.12,Moacir,50,IP
28,0,2015-05-26,346.l.49099.t.12,Moacir,28,W
32,0,2015-05-26,346.l.49099.t.12,Moacir,32,SV
42,1,2015-05-26,346.l.49099.t.12,Moacir,42,K
26,0.00,2015-05-26,346.l.49099.t.12,Moacir,26,ERA
27,0.75,2015-05-26,346.l.49099.t.12,Moacir,27,WHIP
60,5/26,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",60,AVG
7,4,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",7,R
13,4,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",13,RBI
16,1,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",16,SB
23,13,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",23,TB
4,.364,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",4,OBP
50,14.0,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",50,IP
28,0,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",28,W
32,0,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",32,SV
42,16,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",42,K
26,4.50,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",26,ERA
27,1.36,2015-05-27,346.l.49099.t.1,"Happy Chandler, Adam Peindl",27,WHIP
60,13/36,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,60,AVG
7,5,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,7,R
13,6,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,13,RBI
16,0,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,16,SB
23,20,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,23,TB
4,.395,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,4,OBP
50,10.2,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,50,IP
28,1,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,28,W
32,1,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,32,SV
42,8,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,42,K
26,3.38,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,26,ERA
27,0.84,2015-05-27,346.l.49099.t.2,Its Still Saudomy in Texas,27,WHIP
60,6/30,2015-05-27,346.l.49099.t.3,Eric N,60,AVG
7,5,2015-05-27,346.l.49099.t.3,Eric N,7,R
13,5,2015-05-27,346.l.49099.t.3,Eric N,13,RBI
16,0,2015-05-27,346.l.49099.t.3,Eric N,16,SB
23,14,2015-05-27,346.l.49099.t.3,Eric N,23,TB
4,.333,2015-05-27,346.l.49099.t.3,Eric N,4,OBP
50,17.0,2015-05-27,346.l.49099.t.3,Eric N,50,IP
28,1,2015-05-27,346.l.49099.t.3,Eric N,28,W
32,1,2015-05-27,346.l.49099.t.3,Eric N,32,SV
42,17,2015-05-27,346.l.49099.t.3,Eric N,42,K
26,2.65,2015-05-27,346.l.49099.t.3,Eric N,26,ERA
27,1.06,2015-05-27,346.l.49099.t.3,Eric N,27,WHIP
60,7/34,2015-05-27,346.l.49099.t.4,ptb,60,AVG
7,3,2015-05-27,346.l.49099.t.4,ptb,7,R
13,1,2015-05-27,346.l.49099.t.4,ptb,13,RBI
16,0,2015-05-27,346.l.49099.t.4,ptb,16,SB
23,8,2015-05-27,346.l.49099.t.4,ptb,23,TB
4,.289,2015-05-27,346.l.49099.t.4,ptb,4,OBP
50,9.0,2015-05-27,346.l.49099.t.4,ptb,50,IP
28,0,2015-05-27,346.l.49099.t.4,ptb,28,W
32,2,2015-05-27,346.l.49099.t.4,ptb,32,SV
42,4,2015-05-27,346.l.49099.t.4,ptb,42,K
26,6.00,2015-05-27,346.l.49099.t.4,ptb,26,ERA
27,1.44,2015-05-27,346.l.49099.t.4,ptb,27,WHIP
60,9/30,2015-05-27,346.l.49099.t.5,Bud Light Black,60,AVG
7,4,2015-05-27,346.l.49099.t.5,Bud Light Black,7,R
13,5,2015-05-27,346.l.49099.t.5,Bud Light Black,13,RBI
16,2,2015-05-27,346.l.49099.t.5,Bud Light Black,16,SB
23,15,2015-05-27,346.l.49099.t.5,Bud Light Black,23,TB
4,.323,2015-05-27,346.l.49099.t.5,Bud Light Black,4,OBP
50,39.2,2015-05-27,346.l.49099.t.5,Bud Light Black,50,IP
28,2,2015-05-27,346.l.49099.t.5,Bud Light Black,28,W
32,1,2015-05-27,346.l.49099.t.5,Bud Light Black,32,SV
42,35,2015-05-27,346.l.49099.t.5,Bud Light Black,42,K
26,2.72,2015-05-27,346.l.49099.t.5,Bud Light Black,26,ERA
27,1.06,2015-05-27,346.l.49099.t.5,Bud Light Black,27,WHIP
60,11/34,2015-05-27,346.l.49099.t.6,Mike,60,AVG
7,5,2015-05-27,346.l.49099.t.6,Mike,7,R
13,4,2015-05-27,346.l.49099.t.6,Mike,13,RBI
16,1,2015-05-27,346.l.49099.t.6,Mike,16,SB
23,16,2015-05-27,346.l.49099.t.6,Mike,23,TB
4,.395,2015-05-27,346.l.49099.t.6,Mike,4,OBP
50,9.2,2015-05-27,346.l.49099.t.6,Mike,50,IP
28,1,2015-05-27,346.l.49099.t.6,Mike,28,W
32,1,2015-05-27,346.l.49099.t.6,Mike,32,SV
42,8,2015-05-27,346.l.49099.t.6,Mike,42,K
26,3.72,2015-05-27,346.l.49099.t.6,Mike,26,ERA
27,1.76,2015-05-27,346.l.49099.t.6,Mike,27,WHIP
60,13/33,2015-05-27,346.l.49099.t.7,Edward Moser,60,AVG
7,6,2015-05-27,346.l.49099.t.7,Edward Moser,7,R
13,12,2015-05-27,346.l.49099.t.7,Edward Moser,13,RBI
16,0,2015-05-27,346.l.49099.t.7,Edward Moser,16,SB
23,28,2015-05-27,346.l.49099.t.7,Edward Moser,23,TB
4,.417,2015-05-27,346.l.49099.t.7,Edward Moser,4,OBP
50,16.0,2015-05-27,346.l.49099.t.7,Edward Moser,50,IP
28,1,2015-05-27,346.l.49099.t.7,Edward Moser,28,W
32,1,2015-05-27,346.l.49099.t.7,Edward Moser,32,SV
42,16,2015-05-27,346.l.49099.t.7,Edward Moser,42,K
26,2.25,2015-05-27,346.l.49099.t.7,Edward Moser,26,ERA
27,0.94,2015-05-27,346.l.49099.t.7,Edward Moser,27,WHIP
60,15/38,2015-05-27,346.l.49099.t.8,alm,60,AVG
7,4,2015-05-27,346.l.49099.t.8,alm,7,R
13,4,2015-05-27,346.l.49099.t.8,alm,13,RBI
16,2,2015-05-27,346.l.49099.t.8,alm,16,SB
23,28,2015-05-27,346.l.49099.t.8,alm,23,TB
4,.410,2015-05-27,346.l.49099.t.8,alm,4,OBP
50,11.0,2015-05-27,346.l.49099.t.8,alm,50,IP
28,1,2015-05-27,346.l.49099.t.8,alm,28,W
32,0,2015-05-27,346.l.49099.t.8,alm,32,SV
42,20,2015-05-27,346.l.49099.t.8,alm,42,K
26,1.64,2015-05-27,346.l.49099.t.8,alm,26,ERA
27,1.09,2015-05-27,346.l.49099.t.8,alm,27,WHIP
60,5/32,2015-05-27,346.l.49099.t.9,Andrew,60,AVG
7,3,2015-05-27,346.l.49099.t.9,Andrew,7,R
13,4,2015-05-27,346.l.49099.t.9,Andrew,13,RBI
16,0,2015-05-27,346.l.49099.t.9,Andrew,16,SB
23,9,2015-05-27,346.l.49099.t.9,Andrew,23,TB
4,.263,2015-05-27,346.l.49099.t.9,Andrew,4,OBP
50,13.2,2015-05-27,346.l.49099.t.9,Andrew,50,IP
28,1,2015-05-27,346.l.49099.t.9,Andrew,28,W
32,2,2015-05-27,346.l.49099.t.9,Andrew,32,SV
42,14,2015-05-27,346.l.49099.t.9,Andrew,42,K
26,1.98,2015-05-27,346.l.49099.t.9,Andrew,26,ERA
27,1.17,2015-05-27,346.l.49099.t.9,Andrew,27,WHIP
60,14/39,2015-05-27,346.l.49099.t.10,wutang,60,AVG
7,5,2015-05-27,346.l.49099.t.10,wutang,7,R
13,2,2015-05-27,346.l.49099.t.10,wutang,13,RBI
16,0,2015-05-27,346.l.49099.t.10,wutang,16,SB
23,23,2015-05-27,346.l.49099.t.10,wutang,23,TB
4,.359,2015-05-27,346.l.49099.t.10,wutang,4,OBP
50,8.1,2015-05-27,346.l.49099.t.10,wutang,50,IP
28,1,2015-05-27,346.l.49099.t.10,wutang,28,W
32,0,2015-05-27,346.l.49099.t.10,wutang,32,SV
42,6,2015-05-27,346.l.49099.t.10,wutang,42,K
26,0.00,2015-05-27,346.l.49099.t.10,wutang,26,ERA
27,0.84,2015-05-27,346.l.49099.t.10,wutang,27,WHIP
60,10/36,2015-05-27,346.l.49099.t.11,Mike,60,AVG
7,6,2015-05-27,346.l.49099.t.11,Mike,7,R
